"X.x","well","measure_date","napon_ab","napon_bc","napon_ca","elektricna_struja_fazaa","elektricna_struja_fazab","elektricna_struja_fazac","koeficijent_kapaciteta","frekvencija","radno_opterecenje","aktivna_snaga","pritisak_na_prijemu_pumpe","temperatura_motora","temperatura_u_busotini","X.y","esp_type","date_time","label","napon_change","struja_change","frekvencija_change","pritisak_change","temperatura_motora_change","temperatura_busotine_change"
553398,"well_9",2020-09-26 15:47:14,401,399,397,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553399,"well_9",2020-09-26 15:47:46,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553400,"well_9",2020-09-26 15:48:19,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553401,"well_9",2020-09-26 15:48:29,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553402,"well_9",2020-09-26 15:48:40,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553403,"well_9",2020-09-26 15:48:56,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553404,"well_9",2020-09-26 15:49:12,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553405,"well_9",2020-09-26 15:49:28,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553406,"well_9",2020-09-26 15:49:45,401,399,396,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553407,"well_9",2020-09-26 15:50:33,401,403,399,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553408,"well_9",2020-09-26 15:51:16,401,403,399,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553409,"well_9",2020-09-26 15:51:59,401,403,399,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553410,"well_9",2020-09-26 15:52:31,401,403,399,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553411,"well_9",2020-09-26 15:52:47,401,403,399,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553412,"well_9",2020-09-26 15:53:19,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,-1,0
553413,"well_9",2020-09-26 15:53:52,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553414,"well_9",2020-09-26 15:54:13,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553415,"well_9",2020-09-26 15:54:46,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553416,"well_9",2020-09-26 15:55:07,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553417,"well_9",2020-09-26 15:55:45,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553418,"well_9",2020-09-26 15:56:00,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553419,"well_9",2020-09-26 15:56:16,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553420,"well_9",2020-09-26 15:56:37,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553421,"well_9",2020-09-26 15:56:48,401,401,399,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553422,"well_9",2020-09-26 15:57:15,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",3,0,0,1,0,0
553423,"well_9",2020-09-26 15:57:25,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553424,"well_9",2020-09-26 15:57:36,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553425,"well_9",2020-09-26 15:57:52,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553426,"well_9",2020-09-26 15:58:03,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553427,"well_9",2020-09-26 15:58:24,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553428,"well_9",2020-09-26 15:58:46,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553429,"well_9",2020-09-26 15:59:02,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553430,"well_9",2020-09-26 15:59:35,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553431,"well_9",2020-09-26 15:59:45,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553432,"well_9",2020-09-26 15:59:56,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553433,"well_9",2020-09-26 16:00:12,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553434,"well_9",2020-09-26 16:00:28,404,401,399,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553435,"well_9",2020-09-26 16:00:44,404,401,401,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553436,"well_9",2020-09-26 16:01:11,404,401,401,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553437,"well_9",2020-09-26 16:01:32,404,401,401,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553438,"well_9",2020-09-26 16:02:04,404,401,401,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553439,"well_9",2020-09-26 16:02:31,404,401,401,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553442,"well_9",2020-09-26 16:03:09,380,373,370,21,21,21,91,50.2,74,46,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553443,"well_9",2020-09-26 16:03:20,380,373,370,21,21,21,91,50.2,74,46,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553444,"well_9",2020-09-26 16:03:31,380,373,370,21,21,21,91,50.2,74,46,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553445,"well_9",2020-09-26 16:03:58,380,373,370,21,21,21,91,50.2,74,46,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553446,"well_9",2020-09-26 16:04:08,380,373,370,21,21,21,91,50.2,74,46,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553447,"well_9",2020-09-26 16:36:28,408,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",28,-21,-50.2,-1,1,1
553448,"well_9",2020-09-26 16:37:06,408,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553449,"well_9",2020-09-26 16:37:27,408,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553450,"well_9",2020-09-26 16:37:43,408,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553451,"well_9",2020-09-26 16:38:20,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",-4,0,0,0,0,0
553452,"well_9",2020-09-26 16:38:47,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553453,"well_9",2020-09-26 16:38:57,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553454,"well_9",2020-09-26 16:39:19,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553455,"well_9",2020-09-26 16:39:29,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553456,"well_9",2020-09-26 16:39:56,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553457,"well_9",2020-09-26 16:40:28,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553458,"well_9",2020-09-26 16:40:49,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553459,"well_9",2020-09-26 16:41:00,404,406,401,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553460,"well_9",2020-09-26 16:41:15,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553461,"well_9",2020-09-26 16:41:26,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553462,"well_9",2020-09-26 16:41:58,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553463,"well_9",2020-09-26 16:42:25,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553464,"well_9",2020-09-26 16:43:01,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553465,"well_9",2020-09-26 16:43:17,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553466,"well_9",2020-09-26 16:43:28,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553467,"well_9",2020-09-26 16:43:39,404,406,404,0,0,0,100,0,0,0,23,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553468,"well_9",2020-09-26 16:44:11,406,408,404,0,0,0,100,0,0,0,23,129,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",2,0,0,0,-1,0
553469,"well_9",2020-09-26 16:44:22,406,408,404,0,0,0,100,0,0,0,23,129,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553470,"well_9",2020-09-26 16:44:30,406,408,404,0,0,0,100,0,0,0,23,129,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553471,"well_9",2020-09-26 16:44:46,406,408,404,0,0,0,100,0,0,0,23,129,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553472,"well_9",2020-09-26 16:45:29,406,408,404,0,0,0,100,0,0,0,23,129,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553473,"well_9",2020-09-26 16:45:46,406,408,404,0,0,0,100,0,0,0,23,129,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553474,"well_9",2020-09-26 18:16:33,408,404,399,0,0,0,100,0,0,0,22,128,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",2,0,0,-1,-1,-1
553475,"well_9",2020-09-26 18:56:39,399,397,392,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",-9,0,0,1,1,0
553476,"well_9",2020-09-26 18:56:55,399,397,392,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553479,"well_9",2020-09-26 18:57:33,399,399,396,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553480,"well_9",2020-09-26 18:57:54,399,399,396,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553481,"well_9",2020-09-26 18:58:05,399,399,396,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553482,"well_9",2020-09-26 18:58:16,399,399,396,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553483,"well_9",2020-09-26 18:58:43,399,399,396,0,0,0,100,0,0,0,24,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553484,"well_9",2020-09-26 20:16:29,397,397,396,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",-2,0,0,-1,0,0
553485,"well_9",2020-09-26 20:17:11,397,397,396,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553486,"well_9",2020-09-26 20:17:22,397,397,396,0,0,0,100,0,0,0,23,129,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553487,"well_9",2020-09-26 20:17:59,401,397,392,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",4,0,0,0,1,0
553488,"well_9",2020-09-26 20:18:15,401,397,392,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553489,"well_9",2020-09-26 20:18:26,401,397,392,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553490,"well_9",2020-09-26 20:19:19,401,397,392,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553491,"well_9",2020-09-26 20:19:45,401,397,392,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553492,"well_9",2020-09-26 20:20:01,401,397,392,0,0,0,100,0,0,0,23,130,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553493,"well_9",2020-09-26 20:20:17,397,397,396,0,0,0,100,0,0,0,23,131,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",-4,0,0,0,1,0
553494,"well_9",2020-09-26 20:20:33,397,397,396,0,0,0,100,0,0,0,23,131,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553495,"well_9",2020-09-27 09:36:36,397,396,394,0,0,0,100,0,0,0,22,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,-1,-1,1
553496,"well_9",2020-09-27 09:37:32,397,396,394,0,0,0,100,0,0,0,22,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
553497,"well_9",2020-09-27 09:38:22,397,396,390,0,0,0,100,0,0,0,22,130,125,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
557189,"well_9",2020-10-05 18:29:23,396,392,389,0,0,0,100,0,0,0,21,132,124,11,"5-30-2250",2020-10-18,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
604558,"well_9",2022-12-15 09:16:35,396,396,394,0,0,0,100,0,0,0,30.04,125.8,125.4,12,"5-30-2100",2023-01-04,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
612537,"well_9",2022-12-30 00:40:44,403,404,403,0,0,0,100,0,0,0,40.84,138.4,141.9,12,"5-30-2100",2023-01-04,"Nehermeticnost kompozicije tubinga",21,-19,-50,0.210000000000001,0.599999999999994,0.599999999999994
633780,"well_9",2024-04-07 19:44:15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",-399,0,0,-21.21,-125.8,-124.9
634258,"well_9",2024-04-08 19:01:46,375,371,371,20,20,20,85,46,69,36,24.22,124.5,123.6,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",-17,17,30.9,1.28,-0.299999999999997,-0.400000000000006
635624,"well_9",2024-04-11 12:04:37,370,366,368,20,20,20,85,46,69,36,22.54,124.2,123.5,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
637662,"well_9",2024-04-15 13:01:24,389,385,384,0,0,0,100,0,0,0,21.04,125.5,124.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",2,0,0,0,0,0
641750,"well_9",2024-04-23 16:18:46,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641751,"well_9",2024-04-23 16:19:07,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641752,"well_9",2024-04-23 16:19:28,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641753,"well_9",2024-04-23 16:19:49,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641754,"well_9",2024-04-23 16:20:13,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641755,"well_9",2024-04-23 16:20:24,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641756,"well_9",2024-04-23 16:20:36,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641757,"well_9",2024-04-23 16:20:57,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641758,"well_9",2024-04-23 16:21:14,392,392,387,0,0,0,100,0,0,0,20.31,123.7,123.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641759,"well_9",2024-04-23 16:21:46,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",2,0,0,-0.649999999999999,1.3,2
641760,"well_9",2024-04-23 16:22:07,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641761,"well_9",2024-04-23 16:22:45,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641762,"well_9",2024-04-23 16:23:10,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641763,"well_9",2024-04-23 16:23:47,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641764,"well_9",2024-04-23 16:24:09,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641765,"well_9",2024-04-23 16:24:30,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641766,"well_9",2024-04-23 16:24:57,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641767,"well_9",2024-04-23 16:25:24,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641768,"well_9",2024-04-23 16:25:45,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641769,"well_9",2024-04-23 16:26:11,394,396,392,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641770,"well_9",2024-04-23 16:26:38,397,396,390,0,0,0,100,0,0,0,19.66,125,125.7,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",3,0,0,0,0,0
641773,"well_9",2024-04-23 16:27:26,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641774,"well_9",2024-04-23 16:27:52,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641775,"well_9",2024-04-23 16:28:23,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641776,"well_9",2024-04-23 16:28:33,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641777,"well_9",2024-04-23 16:28:49,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641778,"well_9",2024-04-23 16:29:00,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641779,"well_9",2024-04-23 16:29:21,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641780,"well_9",2024-04-23 16:29:41,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641781,"well_9",2024-04-23 16:30:02,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641782,"well_9",2024-04-23 16:30:27,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641783,"well_9",2024-04-23 16:30:42,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641784,"well_9",2024-04-23 16:31:09,397,396,390,0,0,0,100,0,0,0,19.98,126,125.3,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641785,"well_9",2024-04-23 16:31:52,394,394,390,0,0,0,100,0,0,0,20.24,126,124.8,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",-3,0,0,0.259999999999998,0,-0.5
641786,"well_9",2024-04-23 16:32:12,394,394,390,0,0,0,100,0,0,0,20.24,126,124.8,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
641787,"well_9",2024-04-23 21:45:05,399,397,396,0,0,0,100,0,0,0,20.42,125.3,124.5,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",5,0,0,0.180000000000003,-0.700000000000003,-0.299999999999997
642042,"well_9",2024-04-24 09:48:52,366,361,363,23,23,23,90,52,83,49,25.85,129.3,126.2,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",-2,1,2,-0.0899999999999999,-0.899999999999977,-0.299999999999997
648516,"well_9",2024-04-28 19:45:20,401,399,392,0,0,0,100,0,0,0,21.39,124.8,124.1,13,"5-30-2100",2024-05-07,"Nehermeticnost kompozicije tubinga",0,0,0,0,0,0
